starting worker pid=31332 on localhost:11425 at 15:03:44.680
starting worker pid=26892 on localhost:11425 at 15:03:44.681
starting worker pid=16932 on localhost:11425 at 15:03:44.706
starting worker pid=45812 on localhost:11425 at 15:03:44.736
starting worker pid=38252 on localhost:11425 at 15:03:44.817
starting worker pid=42400 on localhost:11425 at 15:03:44.843
starting worker pid=3328 on localhost:11425 at 15:03:44.868
starting worker pid=36316 on localhost:11425 at 15:03:44.892
starting worker pid=22760 on localhost:11425 at 15:03:44.945
starting worker pid=17796 on localhost:11425 at 15:03:44.963
starting worker pid=45412 on localhost:11425 at 15:03:44.983
starting worker pid=29608 on localhost:11425 at 15:03:44.993
starting worker pid=41012 on localhost:11425 at 15:03:45.023
starting worker pid=24068 on localhost:11425 at 15:03:45.034
starting worker pid=33332 on localhost:11425 at 15:03:45.048
starting worker pid=40240 on localhost:11425 at 15:03:45.064
starting worker pid=36768 on localhost:11425 at 15:03:45.097
starting worker pid=37776 on localhost:11425 at 15:03:45.105
starting worker pid=29184 on localhost:11425 at 15:03:45.117
starting worker pid=43656 on localhost:11425 at 15:03:45.122
starting worker pid=23508 on localhost:11425 at 15:03:45.124
starting worker pid=31048 on localhost:11425 at 15:03:45.124
starting worker pid=25452 on localhost:11425 at 15:03:45.139
starting worker pid=35628 on localhost:11425 at 15:03:45.143
starting worker pid=23844 on localhost:11425 at 15:03:45.159
starting worker pid=42568 on localhost:11425 at 15:03:45.182
starting worker pid=25640 on localhost:11425 at 15:03:45.182
starting worker pid=18532 on localhost:11425 at 15:03:45.198
starting worker pid=37748 on localhost:11425 at 15:03:45.260
starting worker pid=20760 on localhost:11425 at 15:03:45.276
starting worker pid=27468 on localhost:11425 at 15:03:45.279
starting worker pid=13512 on localhost:11425 at 15:03:45.282
starting worker pid=28056 on localhost:11425 at 15:03:45.305
starting worker pid=13128 on localhost:11425 at 15:03:45.311
starting worker pid=27888 on localhost:11425 at 15:03:45.313
starting worker pid=42848 on localhost:11425 at 15:03:45.316
starting worker pid=41604 on localhost:11425 at 15:03:45.336
starting worker pid=37864 on localhost:11425 at 15:03:45.337
starting worker pid=36844 on localhost:11425 at 15:03:45.338
starting worker pid=39692 on localhost:11425 at 15:03:45.338
starting worker pid=41316 on localhost:11425 at 15:03:45.356
starting worker pid=24412 on localhost:11425 at 15:03:45.376
starting worker pid=42092 on localhost:11425 at 15:03:45.377
starting worker pid=40668 on localhost:11425 at 15:03:45.382
starting worker pid=29128 on localhost:11425 at 15:03:45.385
starting worker pid=38360 on localhost:11425 at 15:03:45.386
starting worker pid=28192 on localhost:11425 at 15:03:45.396
starting worker pid=31784 on localhost:11425 at 15:03:45.398
Finished rep 92 / 100 for setting 3 / 3 at 2025-02-27 18:53:20.137399.
Finished rep 95 / 100 for setting 3 / 3 at 2025-02-27 18:53:36.546076.
Finished rep 87 / 100 for setting 3 / 3 at 2025-02-27 18:54:10.644888.
Finished rep 88 / 100 for setting 3 / 3 at 2025-02-27 18:54:46.039905.
Finished rep 76 / 100 for setting 3 / 3 at 2025-02-27 18:54:47.699346.
Finished rep 84 / 100 for setting 3 / 3 at 2025-02-27 18:54:57.605384.
Finished rep 96 / 100 for setting 3 / 3 at 2025-02-27 18:55:31.735138.
Finished rep 98 / 100 for setting 3 / 3 at 2025-02-27 18:55:58.951645.
Finished rep 97 / 100 for setting 3 / 3 at 2025-02-27 18:56:59.532333.
Finished rep 93 / 100 for setting 3 / 3 at 2025-02-27 19:00:58.654853.
Finished rep 99 / 100 for setting 3 / 3 at 2025-02-27 19:01:08.678028.
Finished rep 100 / 100 for setting 3 / 3 at 2025-02-27 19:01:57.537153.
Es gab 17 Warnungen (Anzeige mit warnings())
Warnmeldungen:
gen (Anzeige mit warnings())Es gab 14 Warnungen (Anzeige mit warnings())
1: In FUN(X[[i]], ...) : Scaling with (near) zero standard deviation
2: Warnmeldungen:
In FUN(X[[i]], ...) : Scaling with (n1: ) zero standard deviation
3: 1: FUN(X[[i]], ...) :In FUN(X[[i]], ...) :zero standard deviation
 Scaling with (near) zero standard deviation
 Scaling with (near) zero standard deviation
4: FUN(X[[i]], ...) :Warnmeldungen:
 Scaling with (near) In ncvreg(X = X, y = y, ...) :dard deviation
1: nmeldungen:
In FUN(X[[i]], ...) :zero standard deviation
5: aling with (near) zero standard deviationWarnmeldungen:
 ...) :ro stanIn FUN(X[[i]], .Warnm1: nmeldungen:
 Scaling with (near) zeWarnmelIn FUN(X[[i]], .1: nmeldungen:
..) :1: ncvregWarnmeldungen:1: en (Anzeige mit waWarnmelduEs gab 14 Warnungen (Anzeige mit warn
 FUN(In FUN(X[[i]], ...) :s reached
gs())In FUN(X[[i]], ...) :zero standard deviation
 Scaling with (near) zero standard deviation
In FUN(X[[i]], ...) :In FUN(X[[i]], ...) :zero7: aling with (near) In FUN(X[[i]], ...) :zero Scaling with (near)  Scaling with (near) zero2: aling with (near) 2: aling with (near) zero Scaling with (near) In FUN(X[[i]], ...) :zeroIn FUN(X[[i]], ...) : Scaling with (near) 3: o standard deviation
 Scaling with (near) zero stan Scaling with (n Maximum number of iterations reached
ation
 Maximum number of iterations reached
ation
 Scaling with (near) In ncvreg(X = X, y = y, . Scaling with (near) zero stan4: d deviation
 Maximum number of iterations reached
ation
 Ma Scaling with (near) zero s Scaling with (n Scaling with (near) ze8: aling with (near) ze Maximum number of iter5: ximum number  Maximum number of iterations 5: ncvreg(X = X,In FUN(X[[i]], ...) :viation
5:  Maximum number of Scaling  Scaling with (nearIn ncvreg(X = X, y = y, ...In FUN(X[[i]], ...) :5: o standard deviation
 Sc5: aling with (near) zero standard deviatioIn In FUN(X[[i]], ...) :FUN(X[[i]], ...) :on
In FUN(X[[i]], ...) : Scaling In FUN(X[[i]], . Scaling with  Scalin Scaling 6: FUN(X[[i]], . Scaling with (near) 6: aling  Scaling with (n Scaling with (near) In FUN(X[7: ], ...) :], ...) :dard deviation
In  Scaling with (nea Scaling  Scaling with (nIn  SIn FUN(X[[i]], . Maximum 7: aling with (near7:7: ximum  Scaling with (n7: aling with 8: FUN(X[[i]], ...) :deviation
In FUN(X[[i]], ...) :8: ...) :dard devi7: on
8: aling with (near) zero standard deviation
In ncvreg(X = X, y = y, ...) :reached
In 8: ximum number of iterations reached
atio Maximum number of iterations reached
ation
9: FUN(X[[i]], ...) :zero stan9: FUN(X[[i]], . Maximum number of iterations reached
ation
10: ling with (near) zero standard deviation
9: ncvreg(X = X, y = y, ...) :dard deviation
In ncvreg(X = X, y = y, ...) :reached
In ncvreg(X = X, y = y, ...) :reached
ation
In ncvreg(X = X, y = y, ...) : Max10:  number of iterations reached
 Maximum number of iterations reached
In ncvreg(X = X, y = y, ...) : Maximum number of iterations reached
In ncvreg(X = X, y = y, ...) :reached
 Maximum number of iterations reached
